Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
"Korea, Dem. People’s Rep."	PRK	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Portugal	PRT	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Paraguay	PRY	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
West Bank and Gaza	PSE	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Pacific island small states	PSS	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.1	3.1	3.1	3.1	3.1	3.1	3	3	3	3	3	3.0625	
Post-demographic dividend	PST	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4	4.5	4.5	4.5	4.5	4.5	4	4	4				
French Polynesia	PYF	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Qatar	QAT	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Romania	ROU	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Russian Federation	RUS	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Rwanda	RWA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.5	3.5	3.5	3.5	3.5	4	4	4	4	4	4.5	4.5	
South Asia	SAS	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.571428571	3.375	3.375	3.375	3.4375	3.4375	3.375	3.4375	3.375	3.357142857	3.357142857	3.166666667	
Saudi Arabia	SAU	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Sudan	SDN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														2	2	2	2	2	2.5	2.5	2.5	2.5	2.5	2.5	2.5	
Senegal	SEN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	
Singapore	SGP	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Solomon Islands	SLB	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3	3	3	3	3	3	3	3	3	3	3	3	
Sierra Leone	SLE	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3	3	3	3	3	3	3	3	3	3	3	3	
El Salvador	SLV	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
San Marino	SMR	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Somalia	SOM	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Serbia	SRB	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4.5	3											
Sub-Saharan Africa (excluding high income)	SSA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.243243243	3.216216216	3.243243243	3.22972973	3.210526316	3.25	3.236842105	3.192307692	3.205128205	3.236842105	3.210526316	3.171052632	
South Sudan	SSD	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																					2.5	2.5	2.5	2.5	2	
Sub-Saharan Africa	SSF	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.243243243	3.216216216	3.243243243	3.22972973	3.210526316	3.25	3.236842105	3.192307692	3.205128205	3.236842105	3.210526316	3.171052632	
Small states	SST	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.657894737	3.575	3.5	3.5	3.5	3.45	3.363636364	3.326086957	3.326086957	3.282608696	3.260869565	3.239130435	
Sao Tome and Principe	STP	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3	3	3	3	3	3	3	3	3	3	3	3	
Suriname	SUR	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Slovak Republic	SVK	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Slovenia	SVN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Sweden	SWE	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Swaziland	SWZ	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Sint Maarten (Dutch part)	SXM	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Seychelles	SYC	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Syrian Arab Republic	SYR	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Turks and Caicos Islands	TCA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Chad	TCD	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	
East Asia & Pacific (IDA & IBRD countries)	TEA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.318181818	3.333333333	3.363636364	3.363636364	3.363636364	3.363636364	3.307692308	3.285714286	3.3	3.3	3.3	3.25	
Europe & Central Asia (IDA & IBRD countries)	TEC	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4.1	4.1	4.3125	4.375	4.277777778	4.277777778	4.1875	4.25	4.1875	4	4.1	4.1	
Togo	TGO	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3	3	3	3	3	3	3	3	3	3	3	3	
Thailand	THA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Tajikistan	TJK	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.5	3.5	3.5	4	4	4	4	4	4	4	4	4	
Turkmenistan	TKM	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Latin America & the Caribbean (IDA & IBRD countries)	TLA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4	4	3.833333333	3.833333333	3.777777778	3.666666667	3.722222222	3.611111111	3.555555556	3.5	3.5	3.3125	
Timor-Leste	TLS	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																															3	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	
Middle East & North Africa (IDA & IBRD countries)	TMN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														2.75	2.75	2.25	2.25	2.5	2.5	2.5	2.5	2.5	2.5	2.25	2.25	
Tonga	TON	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														2.5	2.5	2.5	3	3	3	3	3	3	3	3	3	
South Asia (IDA & IBRD)	TSA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.571428571	3.375	3.375	3.375	3.4375	3.4375	3.375	3.4375	3.375	3.357142857	3.357142857	3.166666667	
Sub-Saharan Africa (IDA & IBRD countries)	TSS	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.243243243	3.216216216	3.243243243	3.22972973	3.210526316	3.25	3.236842105	3.192307692	3.205128205	3.236842105	3.210526316	3.171052632	
Trinidad and Tobago	TTO	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Tunisia	TUN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Turkey	TUR	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Tuvalu	TUV	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																					3	3	3	3	3	
Tanzania	TZA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4	4	4	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	
Uganda	UGA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3	
Ukraine	UKR	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Upper middle income	UMC	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4.041666667	3.958333333	3.85	3.9	3.85	3.75	3.6	3.5	3.5	3.35	3.35	3.3	
Uruguay	URY	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
United States	USA	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Uzbekistan	UZB	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.5	3.5	4	4	4	4	4	4	4	4	4	4	
St. Vincent and the Grenadines	VCT	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4.5	4.5	4	4	4	4	4	3.5	3.5	3.5	3.5	3.5	
"Venezuela, RB"	VEN	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
British Virgin Islands	VGB	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Virgin Islands (U.S.)	VIR	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Vietnam	VNM	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5		
Vanuatu	VUT	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3	3	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	
World	WLD	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.473684211	3.442307692	3.433333333	3.433333333	3.428571429	3.435064935	3.397435897	3.36875	3.358024691	3.322368421	3.309210526	3.239726027	
Samoa	WSM	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														4	4	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	4	
Kosovo	XKX	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																		3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	
"Yemen, Rep."	YEM	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														2.5	2.5	2	2	2	2	2	2	2	2	1.5	1.5	
South Africa	ZAF	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																																										
Zambia	ZMB	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														3.5	3.5	3.5	3.5	3.5	3.5	3	3	3	3	3	3	
Zimbabwe	ZWE	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ																																														2.5	2.5	2.5	2.5	2.5	2.5	3	3	3	4	4	4	
